,date,time,action,protocol,src-ip,dist-ip,size,tcpflags,tcpsyn,tcpack,tcpwin,icmptype,icmpcode,path
41008,2021-02-12,08:03:12,ALLOW,UDP,192.168.0.108,192.168.0.1,54698,53,0,-,-,-,-,RECEIVE
41010,2021-02-12,08:03:12,ALLOW,UDP,192.168.0.108,224.0.0.252,61863,5355,0,-,-,-,-,SEND
41011,2021-02-12,08:03:12,ALLOW,UDP,192.168.0.108,192.168.0.1,58777,53,0,-,-,-,-,SEND
41012,2021-02-12,08:03:12,ALLOW,UDP,192.168.0.108,192.168.0.1,58777,53,0,-,-,-,-,RECEIVE
41013,2021-02-12,08:03:12,ALLOW,TCP,192.168.0.108,172.104.213.127,60517,443,0,-,0,0,0,SEND
41015,2021-02-12,08:03:12,ALLOW,UDP,192.168.56.1,224.0.0.252,61863,5355,0,-,-,-,-,SEND
41017,2021-02-12,08:03:12,ALLOW,UDP,192.168.99.1,224.0.0.252,61863,5355,0,-,-,-,-,SEND
41018,2021-02-12,08:03:12,ALLOW,TCP,192.168.0.108,172.104.213.127,60518,443,0,-,0,0,0,SEND
41019,2021-02-12,08:03:13,ALLOW,UDP,192.168.0.108,192.168.0.1,56016,53,0,-,-,-,-,SEND
41020,2021-02-12,08:03:13,ALLOW,UDP,192.168.0.108,192.168.0.1,56016,53,0,-,-,-,-,RECEIVE
41021,2021-02-12,08:03:13,ALLOW,UDP,192.168.0.108,142.250.76.170,56017,443,0,-,-,-,-,SEND
41022,2021-02-12,08:03:13,ALLOW,UDP,192.168.0.108,142.250.76.170,56017,443,0,-,-,-,-,RECEIVE
41023,2021-02-12,08:03:13,ALLOW,UDP,192.168.0.108,192.168.0.1,56822,53,0,-,-,-,-,SEND
41024,2021-02-12,08:03:13,ALLOW,UDP,192.168.0.108,192.168.0.1,56822,53,0,-,-,-,-,RECEIVE
41025,2021-02-12,08:03:13,ALLOW,TCP,192.168.0.108,142.250.76.170,60522,443,0,-,0,0,0,SEND
41026,2021-02-12,08:03:13,ALLOW,UDP,192.168.0.108,142.250.192.132,56823,443,0,-,-,-,-,SEND
41027,2021-02-12,08:03:13,ALLOW,UDP,192.168.0.108,142.250.192.132,56823,443,0,-,-,-,-,RECEIVE
41028,2021-02-12,08:03:13,ALLOW,UDP,192.168.0.108,192.168.0.1,53529,53,0,-,-,-,-,SEND
41029,2021-02-12,08:03:13,ALLOW,UDP,192.168.0.108,192.168.0.1,53529,53,0,-,-,-,-,RECEIVE
41030,2021-02-12,08:03:13,ALLOW,TCP,192.168.0.108,142.250.192.132,60524,443,0,-,0,0,0,SEND
41031,2021-02-12,08:03:13,ALLOW,UDP,192.168.0.108,192.168.0.1,64333,53,0,-,-,-,-,SEND
41032,2021-02-12,08:03:13,ALLOW,UDP,192.168.0.108,192.168.0.1,64333,53,0,-,-,-,-,RECEIVE
41033,2021-02-12,08:03:13,ALLOW,TCP,192.168.0.108,142.250.192.67,60525,443,0,-,0,0,0,SEND
41034,2021-02-12,08:03:13,ALLOW,TCP,192.168.0.108,204.79.197.222,60526,443,0,-,0,0,0,SEND
41035,2021-02-12,08:03:13,ALLOW,UDP,192.168.0.108,192.168.0.1,53574,53,0,-,-,-,-,SEND
41036,2021-02-12,08:03:13,ALLOW,UDP,192.168.0.108,192.168.0.1,53574,53,0,-,-,-,-,RECEIVE
41037,2021-02-12,08:03:13,ALLOW,TCP,192.168.0.108,130.211.30.54,60527,443,0,-,0,0,0,SEND
41038,2021-02-12,08:03:13,ALLOW,UDP,192.168.0.108,192.168.0.1,55144,53,0,-,-,-,-,SEND
41039,2021-02-12,08:03:13,ALLOW,UDP,192.168.0.108,192.168.0.1,55144,53,0,-,-,-,-,RECEIVE
41040,2021-02-12,08:03:13,ALLOW,UDP,192.168.0.108,142.250.67.170,55145,443,0,-,-,-,-,SEND
41041,2021-02-12,08:03:13,ALLOW,UDP,192.168.0.108,142.250.67.170,55145,443,0,-,-,-,-,RECEIVE
41042,2021-02-12,08:03:13,ALLOW,TCP,192.168.0.108,142.250.67.170,60528,443,0,-,0,0,0,SEND
41043,2021-02-12,08:03:14,ALLOW,UDP,192.168.0.108,192.168.0.1,63673,53,0,-,-,-,-,SEND
41044,2021-02-12,08:03:14,ALLOW,UDP,192.168.0.108,192.168.0.1,63673,53,0,-,-,-,-,RECEIVE
41045,2021-02-12,08:03:14,ALLOW,UDP,192.168.0.108,192.168.0.1,62008,53,0,-,-,-,-,SEND
41046,2021-02-12,08:03:14,ALLOW,UDP,192.168.0.108,192.168.0.1,62008,53,0,-,-,-,-,RECEIVE
41047,2021-02-12,08:03:14,ALLOW,UDP,192.168.0.108,192.168.0.1,63407,53,0,-,-,-,-,SEND
41048,2021-02-12,08:03:14,ALLOW,UDP,192.168.0.108,192.168.0.1,63407,53,0,-,-,-,-,RECEIVE
41049,2021-02-12,08:03:14,ALLOW,TCP,192.168.0.108,13.227.141.146,60529,443,0,-,0,0,0,SEND
41050,2021-02-12,08:03:14,ALLOW,TCP,192.168.0.108,130.211.16.53,60530,443,0,-,0,0,0,SEND
41051,2021-02-12,08:03:14,ALLOW,UDP,192.168.0.108,216.58.196.67,63408,443,0,-,-,-,-,SEND
41052,2021-02-12,08:03:14,ALLOW,UDP,192.168.0.108,216.58.196.67,63408,443,0,-,-,-,-,RECEIVE
41053,2021-02-12,08:03:14,ALLOW,TCP,192.168.0.108,216.58.196.67,60531,443,0,-,0,0,0,SEND
41054,2021-02-12,08:03:14,ALLOW,UDP,192.168.0.108,192.168.0.1,63921,53,0,-,-,-,-,SEND
41055,2021-02-12,08:03:14,ALLOW,UDP,192.168.0.108,192.168.0.1,63921,53,0,-,-,-,-,RECEIVE
41056,2021-02-12,08:03:14,ALLOW,TCP,192.168.0.108,151.101.65.21,60532,443,0,-,0,0,0,SEND
41057,2021-02-12,08:03:15,ALLOW,UDP,192.168.0.108,192.168.0.1,58490,53,0,-,-,-,-,SEND
41058,2021-02-12,08:03:15,ALLOW,UDP,192.168.0.108,192.168.0.1,58490,53,0,-,-,-,-,RECEIVE
41059,2021-02-12,08:03:15,ALLOW,TCP,192.168.0.108,172.217.160.165,60534,443,0,-,0,0,0,SEND
41060,2021-02-12,08:03:15,ALLOW,TCP,192.168.0.108,172.217.160.165,60535,443,0,-,0,0,0,SEND
41061,2021-02-12,08:03:15,ALLOW,UDP,192.168.0.108,192.168.0.1,63457,53,0,-,-,-,-,SEND
41062,2021-02-12,08:03:15,ALLOW,UDP,192.168.0.108,192.168.0.1,63457,53,0,-,-,-,-,RECEIVE
41063,2021-02-12,08:03:15,ALLOW,TCP,192.168.0.108,161.69.226.71,60536,443,0,-,0,0,0,SEND
41064,2021-02-12,08:03:22,ALLOW,UDP,192.168.99.1,239.255.255.250,51014,3702,0,-,-,-,-,SEND
41065,2021-02-12,08:03:22,ALLOW,UDP,192.168.0.108,239.255.255.250,51014,3702,0,-,-,-,-,SEND
41066,2021-02-12,08:03:22,ALLOW,UDP,127.0.0.1,239.255.255.250,51014,3702,0,-,-,-,-,SEND
41067,2021-02-12,08:03:22,ALLOW,UDP,127.0.0.1,239.255.255.250,51014,3702,0,-,-,-,-,RECEIVE
41068,2021-02-12,08:03:22,ALLOW,TCP,127.0.0.1,127.0.0.1,60573,5357,0,-,0,0,0,SEND
41069,2021-02-12,08:03:22,ALLOW,TCP,127.0.0.1,127.0.0.1,60573,5357,0,-,0,0,0,RECEIVE
41070,2021-02-12,08:03:22,ALLOW,TCP,192.168.0.108,192.168.0.1,60574,1980,0,-,0,0,0,SEND
41073,2021-02-12,08:03:22,ALLOW,TCP,192.168.0.108,52.114.75.150,60575,443,0,-,0,0,0,SEND
41075,2021-02-12,08:03:23,ALLOW,UDP,192.168.0.108,224.0.0.252,52481,5355,0,-,-,-,-,SEND
41077,2021-02-12,08:03:23,ALLOW,UDP,192.168.56.1,224.0.0.252,51578,5355,0,-,-,-,-,SEND
41079,2021-02-12,08:03:23,ALLOW,UDP,192.168.99.1,224.0.0.252,51578,5355,0,-,-,-,-,SEND
41080,2021-02-12,08:03:23,ALLOW,UDP,192.168.0.108,192.168.0.1,62308,53,0,-,-,-,-,SEND
41081,2021-02-12,08:03:23,ALLOW,UDP,192.168.0.108,192.168.0.1,52298,53,0,-,-,-,-,SEND
41082,2021-02-12,08:03:23,ALLOW,TCP,192.168.0.108,203.205.255.78,60579,8080,0,-,0,0,0,SEND
41083,2021-02-12,08:03:23,ALLOW,UDP,192.168.0.108,203.205.239.243,52299,8000,0,-,-,-,-,SEND
41084,2021-02-12,08:03:23,ALLOW,UDP,192.168.0.108,192.168.0.1,55479,53,0,-,-,-,-,SEND
41085,2021-02-12,08:03:23,ALLOW,TCP,192.168.0.108,40.126.18.33,60581,443,0,-,0,0,0,SEND
41086,2021-02-12,08:03:24,ALLOW,UDP,192.168.0.108,192.168.0.1,50590,53,0,-,-,-,-,SEND
41087,2021-02-12,08:03:24,ALLOW,TCP,192.168.0.108,203.205.137.56,60583,443,0,-,0,0,0,SEND
41088,2021-02-12,08:03:24,ALLOW,TCP,192.168.0.108,203.205.137.56,60584,443,0,-,0,0,0,SEND
41093,2021-02-12,08:03:24,ALLOW,UDP,192.168.0.108,192.168.0.1,57268,53,0,-,-,-,-,SEND
41094,2021-02-12,08:03:24,ALLOW,UDP,192.168.0.108,192.168.0.1,62236,53,0,-,-,-,-,SEND
41095,2021-02-12,08:03:24,ALLOW,TCP,192.168.0.108,150.109.88.95,60587,443,0,-,0,0,0,SEND
41096,2021-02-12,08:03:24,ALLOW,TCP,192.168.0.108,122.10.255.119,60588,443,0,-,0,0,0,SEND
41097,2021-02-12,08:03:24,ALLOW,UDP,192.168.0.108,192.168.0.1,52854,53,0,-,-,-,-,SEND
41098,2021-02-12,08:03:24,ALLOW,TCP,192.168.0.108,122.10.255.124,60589,443,0,-,0,0,0,SEND
41099,2021-02-12,08:03:24,ALLOW,TCP,192.168.0.108,203.205.239.243,60590,80,0,-,0,0,0,SEND
41100,2021-02-12,08:03:25,ALLOW,TCP,192.168.0.108,58.251.106.185,60592,443,0,-,0,0,0,SEND
41101,2021-02-12,08:03:25,ALLOW,UDP,192.168.0.108,192.168.0.1,60224,53,0,-,-,-,-,SEND
41102,2021-02-12,08:03:25,ALLOW,TCP,192.168.0.108,122.10.255.124,60593,443,0,-,0,0,0,SEND
41103,2021-02-12,08:03:25,ALLOW,TCP,192.168.0.108,203.205.235.243,60594,443,0,-,0,0,0,SEND
41104,2021-02-12,08:03:25,ALLOW,UDP,192.168.0.108,192.168.0.1,59945,53,0,-,-,-,-,SEND
41105,2021-02-12,08:03:25,ALLOW,TCP,192.168.0.108,203.205.235.243,60595,443,0,-,0,0,0,SEND
41106,2021-02-12,08:03:25,ALLOW,TCP,192.168.0.108,122.10.255.124,60596,443,0,-,0,0,0,SEND
41107,2021-02-12,08:03:25,ALLOW,TCP,192.168.0.108,23.192.97.2,60597,443,0,-,0,0,0,SEND
41108,2021-02-12,08:03:25,ALLOW,UDP,192.168.0.108,123.151.71.34,52299,8000,0,-,-,-,-,SEND
41109,2021-02-12,08:03:25,ALLOW,TCP,192.168.0.108,203.205.137.56,60598,443,0,-,0,0,0,SEND
41110,2021-02-12,08:03:25,ALLOW,TCP,192.168.0.108,13.107.21.200,60600,443,0,-,0,0,0,SEND
41111,2021-02-12,08:03:25,ALLOW,TCP,192.168.0.108,203.205.137.56,60599,443,0,-,0,0,0,SEND
41112,2021-02-12,08:03:26,ALLOW,UDP,192.168.0.108,192.168.0.1,53586,53,0,-,-,-,-,SEND
41113,2021-02-12,08:03:26,ALLOW,TCP,192.168.0.108,172.64.96.14,60601,443,0,-,0,0,0,SEND
41115,2021-02-12,08:03:26,ALLOW,UDP,192.168.0.108,224.0.0.252,56839,5355,0,-,-,-,-,SEND
41117,2021-02-12,08:03:26,ALLOW,UDP,192.168.0.108,224.0.0.252,52406,5355,0,-,-,-,-,SEND
41119,2021-02-12,08:03:26,ALLOW,UDP,192.168.56.1,224.0.0.252,49291,5355,0,-,-,-,-,SEND
41121,2021-02-12,08:03:26,ALLOW,UDP,192.168.99.1,224.0.0.252,49291,5355,0,-,-,-,-,SEND
41123,2021-02-12,08:03:26,ALLOW,UDP,192.168.56.1,224.0.0.252,64385,5355,0,-,-,-,-,SEND
41125,2021-02-12,08:03:26,ALLOW,UDP,192.168.99.1,224.0.0.252,64385,5355,0,-,-,-,-,SEND
41126,2021-02-12,08:03:26,ALLOW,UDP,192.168.0.108,1.1.1.1,64387,53,0,-,-,-,-,SEND
41127,2021-02-12,08:03:26,ALLOW,ICMP,192.168.0.108,49.51.129.71,-,-,0,-,-,-,-,SEND
41128,2021-02-12,08:03:26,ALLOW,UDP,192.168.0.108,192.168.0.1,55344,53,0,-,-,-,-,SEND
41129,2021-02-12,08:03:26,ALLOW,TCP,192.168.0.108,203.205.255.78,60577,8080,0,-,0,0,0,SEND
41130,2021-02-12,08:03:26,ALLOW,TCP,192.168.0.108,122.10.255.124,60603,443,0,-,0,0,0,SEND
41131,2021-02-12,08:03:26,ALLOW,ICMP,192.168.0.108,49.51.131.79,-,-,0,-,-,-,-,SEND
41132,2021-02-12,08:03:26,ALLOW,TCP,192.168.0.108,49.51.129.71,60602,443,0,-,0,0,0,SEND
41133,2021-02-12,08:03:26,ALLOW,TCP,192.168.0.108,122.10.255.124,60605,443,0,-,0,0,0,SEND
41134,2021-02-12,08:03:26,ALLOW,UDP,192.168.0.108,1.1.1.1,55345,53,0,-,-,-,-,SEND
41135,2021-02-12,08:03:26,ALLOW,TCP,192.168.0.108,203.205.235.243,60604,443,0,-,0,0,0,SEND
41136,2021-02-12,08:03:26,ALLOW,TCP,192.168.0.108,122.10.255.124,60606,443,0,-,0,0,0,SEND
41137,2021-02-12,08:03:27,ALLOW,TCP,192.168.0.108,122.10.255.124,60607,443,0,-,0,0,0,SEND
41138,2021-02-12,08:03:27,ALLOW,TCP,192.168.0.108,203.205.235.243,60608,443,0,-,0,0,0,SEND
41139,2021-02-12,08:03:27,ALLOW,TCP,192.168.0.108,122.10.255.124,60610,443,0,-,0,0,0,SEND
41140,2021-02-12,08:03:27,ALLOW,ICMP,192.168.0.108,203.205.235.63,-,-,0,-,-,-,-,SEND
41141,2021-02-12,08:03:27,ALLOW,UDP,192.168.0.108,192.168.0.1,64657,53,0,-,-,-,-,SEND
41142,2021-02-12,08:03:27,ALLOW,TCP,192.168.0.108,203.205.235.243,60611,443,0,-,0,0,0,SEND
41143,2021-02-12,08:03:27,ALLOW,TCP,192.168.0.108,122.10.255.124,60614,443,0,-,0,0,0,SEND
41144,2021-02-12,08:03:27,ALLOW,TCP,192.168.0.108,122.10.255.124,60615,443,0,-,0,0,0,SEND
41145,2021-02-12,08:03:27,ALLOW,UDP,192.168.0.108,192.168.0.1,60045,53,0,-,-,-,-,SEND
41146,2021-02-12,08:03:27,ALLOW,ICMP,192.168.0.108,203.205.235.38,-,-,0,-,-,-,-,SEND
41147,2021-02-12,08:03:27,ALLOW,TCP,192.168.0.108,203.205.235.243,60618,443,0,-,0,0,0,SEND
41148,2021-02-12,08:03:27,ALLOW,TCP,192.168.0.108,203.205.235.243,60619,443,0,-,0,0,0,SEND
41149,2021-02-12,08:03:27,ALLOW,TCP,192.168.0.108,203.205.235.243,60620,443,0,-,0,0,0,SEND
41150,2021-02-12,08:03:27,ALLOW,UDP,192.168.0.108,192.168.0.1,65163,53,0,-,-,-,-,SEND
41151,2021-02-12,08:03:27,ALLOW,TCP,192.168.0.108,52.184.220.11,60617,443,0,-,0,0,0,SEND
41152,2021-02-12,08:03:28,ALLOW,TCP,192.168.0.108,203.205.235.243,60621,443,0,-,0,0,0,SEND
41153,2021-02-12,08:03:28,ALLOW,UDP,192.168.0.108,172.217.174.227,65164,443,0,-,-,-,-,SEND
41154,2021-02-12,08:03:28,ALLOW,UDP,192.168.0.108,192.168.0.1,59833,53,0,-,-,-,-,SEND
41155,2021-02-12,08:03:28,ALLOW,TCP,192.168.0.108,172.217.174.227,60625,443,0,-,0,0,0,SEND
41156,2021-02-12,08:03:28,ALLOW,TCP,192.168.0.108,203.205.235.243,60622,443,0,-,0,0,0,SEND
41157,2021-02-12,08:03:28,ALLOW,TCP,192.168.0.108,203.205.235.243,60624,443,0,-,0,0,0,SEND
41158,2021-02-12,08:03:28,ALLOW,TCP,192.168.0.108,203.205.235.243,60623,443,0,-,0,0,0,SEND
41159,2021-02-12,08:03:28,ALLOW,UDP,192.168.0.108,142.250.183.67,59834,443,0,-,-,-,-,SEND
41160,2021-02-12,08:03:28,ALLOW,TCP,192.168.0.108,142.250.183.67,60629,443,0,-,0,0,0,SEND
41161,2021-02-12,08:03:28,ALLOW,TCP,192.168.0.108,203.205.235.243,60626,443,0,-,0,0,0,SEND
41162,2021-02-12,08:03:28,ALLOW,TCP,192.168.0.108,203.205.235.243,60627,443,0,-,0,0,0,SEND
41163,2021-02-12,08:03:28,ALLOW,TCP,192.168.0.108,203.205.235.243,60628,443,0,-,0,0,0,SEND
41164,2021-02-12,08:03:28,ALLOW,TCP,192.168.0.108,122.10.255.124,60632,443,0,-,0,0,0,SEND
41165,2021-02-12,08:03:28,ALLOW,TCP,192.168.0.108,122.10.255.124,60633,443,0,-,0,0,0,SEND
41166,2021-02-12,08:03:28,ALLOW,TCP,192.168.0.108,122.10.255.124,60635,443,0,-,0,0,0,SEND
41167,2021-02-12,08:03:28,ALLOW,TCP,192.168.0.108,122.10.255.124,60634,443,0,-,0,0,0,SEND
41168,2021-02-12,08:03:28,ALLOW,TCP,192.168.0.108,122.10.255.124,60637,443,0,-,0,0,0,SEND
41169,2021-02-12,08:03:28,ALLOW,TCP,192.168.0.108,122.10.255.124,60636,443,0,-,0,0,0,SEND
41170,2021-02-12,08:03:28,ALLOW,TCP,192.168.0.108,203.205.235.243,60630,443,0,-,0,0,0,SEND
41171,2021-02-12,08:03:28,ALLOW,UDP,192.168.0.108,192.168.0.1,54445,53,0,-,-,-,-,SEND
41172,2021-02-12,08:03:28,ALLOW,TCP,192.168.0.108,203.205.235.243,60631,443,0,-,0,0,0,SEND
41173,2021-02-12,08:03:28,ALLOW,TCP,192.168.0.108,203.205.235.243,60638,443,0,-,0,0,0,SEND
41174,2021-02-12,08:03:28,ALLOW,TCP,192.168.0.108,203.205.235.243,60639,443,0,-,0,0,0,SEND
41175,2021-02-12,08:03:28,ALLOW,TCP,192.168.0.108,172.217.166.67,60640,443,0,-,0,0,0,SEND
41176,2021-02-12,08:03:28,ALLOW,TCP,192.168.0.108,122.10.255.124,60642,443,0,-,0,0,0,SEND
41177,2021-02-12,08:03:28,ALLOW,TCP,192.168.0.108,122.10.255.124,60643,443,0,-,0,0,0,SEND
41178,2021-02-12,08:03:28,ALLOW,TCP,192.168.0.108,203.205.235.243,60641,443,0,-,0,0,0,SEND
41179,2021-02-12,08:03:28,ALLOW,TCP,192.168.0.108,122.10.255.124,60644,443,0,-,0,0,0,SEND
41180,2021-02-12,08:03:28,ALLOW,UDP,192.168.0.108,192.168.0.1,61656,53,0,-,-,-,-,SEND
41181,2021-02-12,08:03:28,ALLOW,TCP,192.168.0.108,172.217.166.161,60645,443,0,-,0,0,0,SEND
41182,2021-02-12,08:03:28,ALLOW,TCP,192.168.0.108,203.205.235.243,60647,443,0,-,0,0,0,SEND
41183,2021-02-12,08:03:28,ALLOW,TCP,192.168.0.108,203.205.235.243,60648,443,0,-,0,0,0,SEND
41184,2021-02-12,08:03:28,ALLOW,TCP,192.168.0.108,203.205.235.243,60646,443,0,-,0,0,0,SEND
41185,2021-02-12,08:03:28,ALLOW,TCP,192.168.0.108,203.205.235.243,60649,443,0,-,0,0,0,SEND
41186,2021-02-12,08:03:29,ALLOW,TCP,192.168.0.108,203.205.235.243,60650,443,0,-,0,0,0,SEND
41187,2021-02-12,08:03:29,ALLOW,TCP,192.168.0.108,203.205.235.243,60651,443,0,-,0,0,0,SEND
41188,2021-02-12,08:03:29,ALLOW,TCP,192.168.0.108,203.205.235.243,60652,443,0,-,0,0,0,SEND
41189,2021-02-12,08:03:29,ALLOW,TCP,192.168.0.108,203.205.235.243,60653,443,0,-,0,0,0,SEND
41190,2021-02-12,08:03:29,ALLOW,UDP,192.168.0.108,1.1.1.1,61657,53,0,-,-,-,-,SEND
41191,2021-02-12,08:03:29,ALLOW,ICMP,192.168.0.108,104.97.76.9,-,-,0,-,-,-,-,SEND
41192,2021-02-12,08:03:29,ALLOW,UDP,192.168.0.108,192.168.0.1,51447,53,0,-,-,-,-,SEND
41193,2021-02-12,08:03:29,ALLOW,ICMP,192.168.0.108,104.97.76.24,-,-,0,-,-,-,-,SEND
41194,2021-02-12,08:03:29,ALLOW,TCP,192.168.0.108,203.205.235.243,60654,443,0,-,0,0,0,SEND
41195,2021-02-12,08:03:29,ALLOW,TCP,192.168.0.108,104.97.76.9,60655,443,0,-,0,0,0,SEND
41196,2021-02-12,08:03:29,ALLOW,TCP,192.168.0.108,104.97.76.9,60656,443,0,-,0,0,0,SEND
41197,2021-02-12,08:03:29,ALLOW,UDP,192.168.0.108,192.168.0.1,58276,53,0,-,-,-,-,SEND
41198,2021-02-12,08:03:29,ALLOW,TCP,192.168.0.108,203.205.235.243,60657,443,0,-,0,0,0,SEND
41199,2021-02-12,08:03:29,ALLOW,TCP,192.168.0.108,203.205.235.243,60659,443,0,-,0,0,0,SEND
41200,2021-02-12,08:03:29,ALLOW,TCP,192.168.0.108,203.205.235.243,60660,443,0,-,0,0,0,SEND
41201,2021-02-12,08:03:29,ALLOW,TCP,192.168.0.108,203.205.235.243,60661,443,0,-,0,0,0,SEND
41202,2021-02-12,08:03:29,ALLOW,TCP,192.168.0.108,203.205.235.243,60664,443,0,-,0,0,0,SEND
41203,2021-02-12,08:03:29,ALLOW,TCP,192.168.0.108,203.205.235.243,60662,443,0,-,0,0,0,SEND
41204,2021-02-12,08:03:29,ALLOW,TCP,192.168.0.108,203.205.235.243,60663,443,0,-,0,0,0,SEND
41205,2021-02-12,08:03:29,ALLOW,TCP,192.168.0.108,52.21.152.200,60658,443,0,-,0,0,0,SEND
41206,2021-02-12,08:03:29,ALLOW,TCP,192.168.0.108,203.205.235.243,60666,443,0,-,0,0,0,SEND
41207,2021-02-12,08:03:29,ALLOW,UDP,192.168.0.108,192.168.0.1,62236,53,0,-,-,-,-,SEND
41208,2021-02-12,08:03:29,ALLOW,TCP,192.168.0.108,203.205.235.243,60667,443,0,-,0,0,0,SEND
41209,2021-02-12,08:03:29,ALLOW,TCP,192.168.0.108,203.205.235.243,60665,443,0,-,0,0,0,SEND
41210,2021-02-12,08:03:29,ALLOW,TCP,192.168.0.108,203.205.235.243,60668,443,0,-,0,0,0,SEND
41211,2021-02-12,08:03:29,ALLOW,TCP,192.168.0.108,203.205.235.243,60670,443,0,-,0,0,0,SEND
41212,2021-02-12,08:03:29,ALLOW,TCP,192.168.0.108,203.205.235.243,60669,443,0,-,0,0,0,SEND
41213,2021-02-12,08:03:29,ALLOW,TCP,192.168.0.108,203.205.235.243,60673,443,0,-,0,0,0,SEND
41214,2021-02-12,08:03:29,ALLOW,TCP,192.168.0.108,203.205.235.243,60674,443,0,-,0,0,0,SEND
41215,2021-02-12,08:03:29,ALLOW,TCP,192.168.0.108,52.202.119.246,60672,443,0,-,0,0,0,SEND
41216,2021-02-12,08:03:29,ALLOW,TCP,192.168.0.108,203.205.235.243,60675,443,0,-,0,0,0,SEND
41217,2021-02-12,08:03:29,ALLOW,TCP,192.168.0.108,203.205.235.243,60676,443,0,-,0,0,0,SEND
41218,2021-02-12,08:03:30,ALLOW,UDP,192.168.0.108,192.168.0.1,50261,53,0,-,-,-,-,SEND
41219,2021-02-12,08:03:30,ALLOW,TCP,192.168.0.108,23.192.96.94,60678,443,0,-,0,0,0,SEND
41220,2021-02-12,08:03:30,ALLOW,UDP,192.168.0.108,192.168.0.1,52442,53,0,-,-,-,-,SEND
41221,2021-02-12,08:03:30,ALLOW,UDP,192.168.0.108,192.168.0.1,53793,53,0,-,-,-,-,SEND
41222,2021-02-12,08:03:30,ALLOW,UDP,192.168.0.108,192.168.0.1,63551,53,0,-,-,-,-,SEND
41223,2021-02-12,08:03:30,ALLOW,TCP,192.168.0.108,142.250.67.206,60681,443,0,-,0,0,0,SEND
41224,2021-02-12,08:03:30,ALLOW,TCP,192.168.0.108,142.250.67.206,60682,443,0,-,0,0,0,SEND
41225,2021-02-12,08:03:30,ALLOW,TCP,192.168.0.108,142.250.67.206,60683,443,0,-,0,0,0,SEND
41226,2021-02-12,08:03:30,ALLOW,TCP,192.168.0.108,142.250.67.206,60684,443,0,-,0,0,0,SEND
41227,2021-02-12,08:03:30,ALLOW,TCP,192.168.0.108,161.69.25.95,60679,443,0,-,0,0,0,SEND
41228,2021-02-12,08:03:30,ALLOW,TCP,192.168.0.108,52.203.178.138,60680,443,0,-,0,0,0,SEND
41229,2021-02-12,08:03:30,ALLOW,TCP,192.168.0.108,203.205.235.243,60685,443,0,-,0,0,0,SEND
41230,2021-02-12,08:03:30,ALLOW,TCP,192.168.0.108,203.205.235.243,60686,443,0,-,0,0,0,SEND
41231,2021-02-12,08:03:30,ALLOW,TCP,192.168.0.108,203.205.235.243,60687,443,0,-,0,0,0,SEND
41232,2021-02-12,08:03:30,ALLOW,TCP,192.168.0.108,203.205.235.243,60688,443,0,-,0,0,0,SEND
41233,2021-02-12,08:03:30,ALLOW,TCP,192.168.0.108,203.205.235.243,60689,443,0,-,0,0,0,SEND
41234,2021-02-12,08:03:30,ALLOW,TCP,192.168.0.108,203.205.235.243,60690,443,0,-,0,0,0,SEND
41235,2021-02-12,08:03:30,ALLOW,TCP,192.168.0.108,203.205.235.243,60691,443,0,-,0,0,0,SEND
41236,2021-02-12,08:03:30,ALLOW,TCP,192.168.0.108,203.205.235.243,60692,443,0,-,0,0,0,SEND
41237,2021-02-12,08:03:30,ALLOW,TCP,192.168.0.108,203.205.235.243,60693,443,0,-,0,0,0,SEND
41238,2021-02-12,08:03:30,ALLOW,TCP,192.168.0.108,203.205.235.243,60694,443,0,-,0,0,0,SEND
41239,2021-02-12,08:03:30,ALLOW,TCP,192.168.0.108,203.205.235.243,60695,443,0,-,0,0,0,SEND
41240,2021-02-12,08:03:30,ALLOW,TCP,192.168.0.108,203.205.235.243,60696,443,0,-,0,0,0,SEND
41241,2021-02-12,08:03:30,ALLOW,TCP,192.168.0.108,203.205.235.243,60697,443,0,-,0,0,0,SEND
41242,2021-02-12,08:03:30,ALLOW,TCP,192.168.0.108,203.205.235.243,60698,443,0,-,0,0,0,SEND
41243,2021-02-12,08:03:30,ALLOW,TCP,192.168.0.108,203.205.235.243,60699,443,0,-,0,0,0,SEND
41244,2021-02-12,08:03:30,ALLOW,TCP,192.168.0.108,203.205.235.243,60701,443,0,-,0,0,0,SEND
41245,2021-02-12,08:03:30,ALLOW,TCP,192.168.0.108,203.205.235.243,60700,443,0,-,0,0,0,SEND
41246,2021-02-12,08:03:30,ALLOW,TCP,192.168.0.108,203.205.235.243,60702,443,0,-,0,0,0,SEND
41247,2021-02-12,08:03:30,ALLOW,UDP,192.168.0.108,192.168.0.1,49514,53,0,-,-,-,-,SEND
41248,2021-02-12,08:03:30,ALLOW,UDP,192.168.0.108,172.217.166.174,49515,443,0,-,-,-,-,SEND
41249,2021-02-12,08:03:30,ALLOW,TCP,192.168.0.108,203.205.235.243,60703,443,0,-,0,0,0,SEND
41250,2021-02-12,08:03:30,ALLOW,TCP,192.168.0.108,172.217.166.174,60709,443,0,-,0,0,0,SEND
41251,2021-02-12,08:03:30,ALLOW,TCP,192.168.0.108,203.205.235.243,60704,443,0,-,0,0,0,SEND
41252,2021-02-12,08:03:30,ALLOW,TCP,192.168.0.108,203.205.235.243,60705,443,0,-,0,0,0,SEND
